smiles,AZ_LogD7.4,LogP,LogP_chembl,SLogD,SLogP
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1,,2.45,,2.47178,2.47367
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1Br,,2.69,,2.9576,2.95956
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1C(F)(F)F,,2.85,,3.33271,3.33561
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1Cl,,2.59,,2.90668,2.90898
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1F,,2.38,,2.56249,2.56444
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1I,,2.83,,3.21399,3.21578
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1[N+](=O)[O-],,2.27,,2.64909,2.6517
CC(C)(C)N=C(O)C=Cc1ccc([N+](=O)[O-])o1,,2.33,,2.01883,2.01884
CC(C)(C)N=O,,0.91,,1.19132,1.19132
CC(C)(C)NC(=O)C(c1ccncc1)N(Cc1ccco1)C(=O)c1ccc(-c2ccccc2)[nH]1,4.13,,,3.80508,3.80562
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,,4.7,,3.49697,3.53817
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,,3.03,,3.8373,3.83731
CC(C)(C)NC(=O)C1CN(C(=O)OCc2ccccc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,,4.67,,3.47178,3.47471
CC(C)(C)NC(=O)C1CN(Cc2cc3cc(CO)cnc3o2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,,,2.99,3.46711,3.48447
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,,3.49,,2.70627,2.77852
CC(C)(C)NC(=O)C1CN(S(=O)(=O)c2cccc3cccnc23)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,,3.7,,3.26384,3.26669
CC(C)(C)NC(=O)COC(=O)c1ccccc1,,2.26,,2.2334,2.2334
CC(C)(C)NC(=O)N(Cc1ccccc1)CC(O)CN(Cc1ccccc1)C(=O)NC(C)(C)C,,,4.12,3.41577,3.41583
CC(C)(C)NC(=O)NN,,-0.81,,-0.167258,-0.16684
CC(C)(C)NC(=O)NO,,0.5,,0.518845,0.519817
CC(C)(C)NC(=O)Nc1ccc(-c2c(N)nc(N)nc2COCc2ccccc2)cc1,3.09,,,2.42622,2.4504
CC(C)(C)NC(=O)Nc1cccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)c1,1.77,,,2.12586,2.16514
CC(C)(C)NC(=O)[C@H]1CN(Cc2ccc(Cl)nc2)CCN1C[C@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,,,3.84,3.77845,3.84707
CC(C)(C)NC(=O)[C@H]1CN(Cc2cccnc2)CCN1C[C@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,2.9,,2.92,2.70627,2.77852
CC(C)(C)NC(=O)[C@H]1CN(Cc2cnc3ccccc3c2)CCN1C[C@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,,,3.67,4.10366,4.16023
CC(C)(C)NC(=O)[C@H]1C[C@H]2CCCC[C@@H]2CN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,,,4.7,3.49697,3.53817
CC(C)(C)NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,,,5.28,3.55445,3.55515
CC(C)(C)NC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,,,-0.02,0.827939,3.57527
CC(C)(C)NCC(COc1nsnc1N1CCOCC1)OC(=O)C1CC1,,3.54,,1.41233,2.68002
CC(C)(C)NCC(O)COC1CCCc2ccccc21,,3.55,,0.518817,2.74804
CC(C)(C)NCC(O)COCC=Cc1ccccc1,,2.29,,0.391667,2.67073
CC(C)(C)NCC(O)COCCCc1ccccc1,,2.58,,0.389344,2.72289
CC(C)(C)NCC(O)COCCOc1ccccc1,,2.35,,-0.166257,2.08734
CC(C)(C)NCC(O)COCCc1ccccc1,,2.52,,0.0996795,2.37372
CC(C)(C)NCC(O)COCc1ccccc1,,1.7,,-0.0790714,2.09029
CC(C)(C)NCC(O)CON=C(C1CC1)C1CC1,,1.84,,0.269097,2.22866
CC(C)(C)NCC(O)COc1cccc2c1=NC(=O)N=2,,,-0.5,-0.588776,0.944422
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,,0.81,,-0.791768,1.31266
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,,2.4,,0.340561,2.39305
CC(C)(C)NCC(O)COc1cccc2c1CCN(C=O)C2,,1.3,,-0.414736,1.65202
CC(C)(C)NCC(O)COc1ccccc1,,1.5,,-0.0599159,2.09207
CC(C)(C)NCC(O)COc1ccccc1C#N,,1.6,,0.00588299,1.92768
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,,4.15,,1.36859,3.60714
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,-0.35,1.83,,-0.233058,1.59229
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,,,2.71,1.00742,2.81717
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,,0.9,-0.09,-1.25941,0.129889
CC(C)(C)NCCO,,0.41,,-1.65216,0.410147
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,-0.22,,,-0.233058,1.59229
CC(C)(C)NCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,,1.76,,0.823834,2.1905
CC(C)(C)NOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],,1.68,,2.30006,2.30006
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,1.41,,,1.79546,1.79646
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1,1.37,,,2.56419,2.5649
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1,0.96,,,1.96989,1.97065
CC(C)(C)NSc1nc2ccccc2s1,,4.67,,3.43206,3.43218
CC(C)(C)Nc1nc(N)nc(Cl)n1,,1.94,,2.41175,2.41175
CC(C)(C)Nc1nc(N)nc(O)n1,,2.07,,1.55747,1.5592
CC(C)(C)Nc1nc(Nc2ccc([N+](=O)[O-])cc2)nc(NC(C)(C)C)n1,,,2.84,5.01995,5.05595
CC(C)(C)O,,0.35,,0.467853,0.467853
CC(C)(C)O/C(O)=N/C(Cc1ccccc1)/C(O)=N/C(Cc1ccc(O)cc1)C(=O)O,,2.79,,-0.978247,1.63655
CC(C)(C)OC(=O)C(C(=O)OC(C)(C)C)=C1SCCS1,,2.805,,4.3672,4.3672
CC(C)(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,,2.68,,3.43008,3.43008
CC(C)(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,,3.06,,2.88761,2.88761
CC(C)(C)OC(=O)CN(Cc1ccccc1)[C@@H]1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,,,3.76,3.84193,3.84201
CC(C)(C)OC(=O)CN1C(=O)CC1Oc1ccc2ccccc2c1,,3.6,,3.20107,3.20107
CC(C)(C)OC(=O)CN[C@@H]1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,,,1.79,2.40512,2.40607
CC(C)(C)OC(=O)N(Cc1ccccc1)CC(O)CN(Cc1ccccc1)C(=O)OC(C)(C)C,,,5.39,4.40312,4.40312
CC(C)(C)OC(=O)N1C(=O)CCC1C(=O)NC(CN1C=CCC(C(N)=O)=C1)C(=O)N1CCCC1C(N)=O,,,-3.1,-0.126242,-0.126188
CC(C)(C)OC(=O)N1C(=O)CCC1C(=O)NC(C[n+]1cccc(C(N)=O)c1)C(=O)N1CCCC1C(N)=O,,,-2.49,-2.75485,-2.4067
CC(C)(C)OC(=O)N1CCC(OCc2nc(-c3ccncc3)no2)CC1,3,,,2.39683,2.39692
CC(C)(C)OC(=O)N1CCC(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,2.8,,,2.49107,2.49108
CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)cc2)CC1,3.9,,,3.06672,3.06721
CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,3.2,,,2.34211,2.34282
CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)nc2)CC1,3.1,,,2.3146,2.31502
CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)nn2)CC1,2.8,,,1.84162,1.84186
CC(C)(C)OC(=O)N1CCN(c2cnc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,3.4,,,1.97139,1.97144
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3c(F)cncc3F)cn2)CC1,3.7,,,3.16531,3.16534
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,3.27,,,1.84143,1.84146
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)nn2)CC1,2.93,,,1.31053,1.31053
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3)cn2)CC1,3.4,,,1.86001,1.86163
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3C#N)cn2)CC1,2.81,,,1.7878,1.78783
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3F)cn2)CC1,3.6,,,2.70246,2.7025
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3S(C)(=O)=O)cn2)CC1,2.4,,,1.35261,1.35268
CC(C)(C)OC(=O)N1CSC[C@@H]1C(=O)N[C@@H](CSCC1CCCCC1)C(=O)NC1CCN(Cc2ccccc2)CC1,,,3.5,4.46448,4.80766
CC(C)(C)OC(=O)N1CSC[C@@H]1C(=O)N[C@@H](CSCC1CCCCC1)C(=O)NCCNCc1ccccc1,,,2.8,3.54965,4.23629
CC(C)(C)OC(=O)N1CSC[C@@H]1C(=O)N[C@@H](CSCC1CCCCC1)C(=O)NCc1ccc(Oc2ccccc2)cc1,,,5,5.63653,5.63653
CC(C)(C)OC(=O)N1C[C@H]2CC[C@@H]1CN2c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,3.4,,,2.27666,2.27669
CC(C)(C)OC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,,2.65,,-0.466447,2.69788
CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,1.2,,,1.08395,1.08423
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC(=O)C1,,,3.97,1.64755,1.64762
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC(O)C1,,,3.15,1.6884,1.68848
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@@H]1C(=O)O,,,3.96,-0.941755,2.36004
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,-1.1,,,-0.556823,2.516
CC(C)(C)OC(=O)N[C@H](C(=O)N1CCC[C@@H]1C(=O)NCc1ccc(N)nc1)C(C1CCCCC1)C1CCCCC1,,,3.35,4.31855,4.36304
CC(C)(C)OC(=O)Nc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,,,4.17,4.69805,4.74556
CC(C)(C)OC(=O)c1cnc(Cl)cn1,,,1.7,2.16609,2.16609
CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,2.48,,,3.21467,3.21467
CC(C)(C)OC(N)=O,,0.48,,1.05176,1.05176
CC(C)(C)OCCO,,0.39,,0.809068,0.809068
CC(C)(C)S(=O)(=O)CC(Cc1cccc2ccccc12)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CC1CCCCC1)C(O)C(O)C1CC1,,3.15,,3.79442,3.9413
CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CC1CCCCC1)C(O)C(O)C1CC1,,2.75,,2.77227,2.92549
CC(C)(C)SSc1ncc[nH]1,,2.56,,2.67625,2.677
CC(C)(C)[N+](=O)C=C1C=CN(O)C=C1,,-1.05,,-1.01807,-1.00553
CC(C)(C)[N+](=O)[O-],,1.17,,1.33207,1.33207
CC(C)(C)[N+]([O-])=Cc1ccccc1,,1.26,,1.34163,1.34164
CC(C)(C)c1c(O)ccc2c1CCO2,,,3.7,3.48712,3.48722
CC(C)(C)c1cc(-c2n[nH]c(=S)s2)cc(C(C)(C)C)c1O,,,2.7,5.03412,5.12798
CC(C)(C)c1cc(-c2n[nH]c(N)n2)cc(C(C)(C)C)c1O,,,3.1,3.9634,3.96625
CC(C)(C)c1cc(-c2n[nH]c(O)n2)cc(C(C)(C)C)c1O,,,3.1,3.75377,4.39278
CC(C)(C)c1cc(-c2n[nH]c(S)n2)cc(C(C)(C)C)c1O,,,2.4,3.69618,4.69827
CC(C)(C)c1cc(-c2nnc(N)o2)cc(C(C)(C)C)c1O,,,3.7,3.69989,3.70337
CC(C)(C)c1cc(-c2nnc(N)s2)cc(C(C)(C)C)c1O,,,3.7,4.54157,4.54398
CC(C)(C)c1cc(-c2nnc(O)o2)cc(C(C)(C)C)c1O,,,3.4,3.77564,3.99043
CC(C)(C)c1cc(-c2nnc(O)s2)cc(C(C)(C)C)c1O,,,4,4.66388,4.81869
CC(C)(C)c1cc(-c2nnc(S)n2N)cc(C(C)(C)C)c1O,,,3.3,3.78396,3.98194
CC(C)(C)c1cc(-c2nnc(S)o2)cc(C(C)(C)C)c1O,,,2.3,2.6534,4.70262
CC(C)(C)c1cc(-c2noc(N)n2)cc(C(C)(C)C)c1O,,,3.72,4.31389,4.31714
CC(C)(C)c1cc(/C=C/c2n[nH]c(O)n2)cc(C(C)(C)C)c1O,,,3.8,4.64906,4.89157
CC(C)(C)c1cc(/C=C/c2n[nH]c(S)n2)cc(C(C)(C)C)c1O,,,3.1,4.62135,5.25682
CC(C)(C)c1cc(/C=C/c2nnc(O)o2)cc(C(C)(C)C)c1O,,,3.4,4.35882,4.40858
CC(C)(C)c1cc(/C=C/c2nnc(S)o2)cc(C(C)(C)C)c1O,,,3,3.1949,5.17466
CC(C)(C)c1cc(/C=C/c2nnc(S)s2)cc(C(C)(C)C)c1O,,,4,5.2461,5.55004
CC(C)(C)c1cc(/C=C2/CCOC2=O)cc(C(C)(C)C)c1O,,,4,5.76173,5.76326
CC(C)(C)c1cc(=S)ss1,,,3.25,3.42237,3.42237
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,6.06,,6.80056,6.80064
CC(C)(C)c1cc(C(O)CCC2CCNCC2)c2ccccc2n1,,3.63,,1.48333,4.15416
CC(C)(C)c1cc(C2C(=O)c3ccccc3C2=O)cc(C(C)(C)C)c1,,6.86,,2.90052,6.27617
CC(C)(C)c1cc(O)cc(C(C)(C)C)c1,,4.64,,4.88167,4.88218
CC(C)(C)c1cc(O)ccc1[N+](=O)[O-],,3.65,,3.02436,3.18152
CC(C)(C)c1cc(O)n2nc(N)nc2n1,-0.2,,,0.770929,1.32526
CC(C)(C)c1cc(OC2OC(CO)C(O)C(O)C2O)cc(C(C)(C)C)c1,,2.73,,2.70437,2.70437
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OP(=O)(COCCn1cnc3c(N)ncnc31)OC2,,,1.72,4.77331,4.77365
CC(C)(C)c1cc2c(cc1O)CCO2,,,3.7,3.58146,3.58154
CC(C)(C)c1cc2nc3c(c(O)n2n1)CN(Cc1ccccc1)C3=O,1.9,,,2.67908,3.39047
CC(C)(C)c1ccc(-c2n[nH]c(NC(=O)c3ccccc3Cl)c2Br)cc1,4.3,,,5.70797,5.70955
CC(C)(C)c1ccc(-c2nc3ncccc3[nH]2)cc1,,4.82,,4.0912,4.09185
CC(C)(C)c1ccc(-c2nnc(SCC(=O)OC3CCCCC3)o2)cc1,,,9.65,4.94682,4.94682
CC(C)(C)c1ccc(-c2nsc(N)n2)cc1,,,1.78,3.63844,3.63844
CC(C)(C)c1ccc(/C=C/C(=O)N[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@@H]2O)cc1,,,0.496,0.763994,0.764085
CC(C)(C)c1ccc(C(=O)CC(SCC(=O)O)C(=O)O)cc1,,,2.41,-1.03768,2.42548
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,,,2.74,5.95337,6.5631
CC(C)(C)c1ccc(C(=O)N=NCc2ccccc2O)cc1,,4.73,,4.59347,4.59426
CC(C)(C)c1ccc(C(=O)O)cc1,,3.85,,0.319632,3.63986
CC(C)(C)c1ccc(C(C)(C)C)c(C(=O)CC(SCC(=O)O)C(=O)O)c1,,,4.12,0.0695799,3.72265
CC(C)(C)c1ccc(C(CCN2CCCC2)c2ccccc2)cc1,,6.72,,3.89317,6.09203
CC(C)(C)c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1,,6.83,,4.50938,6.50154
CC(C)(C)c1ccc(C(N)=O)cc1,,2.51,,2.37393,2.37394
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,3.99,,5.7,4.5064,5.62267
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)c3ccccc3)CC2)cc1,,4.06,,3.11676,4.53463
CC(C)(C)c1ccc(C2=NC(=O)C(CC(=O)O)S2)cc1,-0.1,,,0.445438,2.7377
CC(C)(C)c1ccc(C2C(=O)c3ccccc3C2=O)cc1,,4.88,,2.81346,4.69346
CC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,,4.05,,3.91468,3.9149
CC(C)(C)c1ccc(CC(=O)O)cc1,,2.98,,0.351935,3.25595
CC(C)(C)c1ccc(CC2CCCC2(O)Cn2cncn2)cc1,,3.97,,3.80764,3.80771
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,,5.51,,5.29595,5.29617
CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,,6.37,,5.54156,5.54156
CC(C)(C)c1ccc(N)cc1,,2.7,,2.83044,2.83077
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,,5.19,,4.96005,4.96023
CC(C)(C)c1ccc(O)cc1,,3.31,3.12,3.27459,3.2752
CC(C)(C)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,,1.18,,1.1206,1.1206
CC(C)(C)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,,4.82,,5.2739,5.27483
CC(C)(C)c1ccc(OCC2CNC(=N)O2)cc1,,2.84,,0.763021,2.63418
CC(C)(C)c1ccc(S(=O)(=O)CS(=O)(=O)C(F)(F)F)cc1,,,2.4,1.74646,2.70667
CC(C)(C)c1ccc([N+](=O)[O-])cc1,,3.89,,3.62491,3.62491
CC(C)(C)c1ccc2c(c1)OCCOCCOCCOCCO2,,2.26,,2.56819,2.56819
CC(C)(C)c1ccc2c(c1)OCCOCCOCCOCCOCCO2,,1.71,,2.04622,2.04622
CC(C)(C)c1ccc2oc(N(N)CCC#N)nc2c1,,2.82,,2.72294,2.72298
CC(C)(C)c1cccc(C(C)(C)C)c1O,,4.92,,5.0267,5.02673
CC(C)(C)c1cccc(C(C)(C)C)n1,,4.14,,4.49353,4.4972
CC(C)(C)c1cccc(C2C(=O)c3ccccc3C2=O)c1,,4.88,,1.62665,4.6389
CC(C)(C)c1cccc(O)c1,,3.3,,3.18575,3.18649
CC(C)(C)c1cccc(OC2OC(CO)C(O)C(O)C2O)c1,,1.01,,1.11281,1.11281
CC(C)(C)c1cccc(OCC(=O)O)c1,,2.96,,-0.406264,2.95489
CC(C)(C)c1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1,,5.12,,5.69521,5.69521
CC(C)(C)c1cccc2c1OP(=O)(COCCn1cnc3c(N)ncnc31)OC2,,,0.47,2.8973,2.89761
CC(C)(C)c1cccc2c1OP(=O)(OC[C@H]1O[C@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1O)OC2,,,2.9,1.77491,1.81186
CC(C)(C)c1ccccc1,,4.11,,4.02372,4.02372
CC(C)(C)c1ccccc1O,,3.31,3.31,3.19865,3.19884
CC(C)(C)c1ccccc1OCC(=O)O,,3.33,,-0.473905,2.9307
CC(C)(C)c1ccccc1OCCCON1C(=N)N=C(N)NC1(C)C,,,6.14,0.0831145,2.50495
CC(C)(C)c1ccccn1,,2.4,,2.62953,2.64804
CC(C)(C)c1nc2ccccc2[nH]1,,,2.86,2.92918,2.99079
CC(C)(C)c1nnc(N)o1,,0.48,,0.795592,0.795598
CC(C)(C)c1nsc(N)n1,,,1.78,1.72045,1.72362
CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CC4CC3CN4)nc21,,-0.41,,0.0173158,0.0378116
CC(C)(C)n1ccnc1C=NO,,0.85,,1.30351,1.30546
CC(C)(CC(=O)N1CCC[C@@H]1C(=O)C1CCCC1)CC(=O)N1CCC[C@@H]1C(=O)N1CCC[C@@H]1C(=O)CO,,,0.7,1.88379,1.88379
CC(C)(CCC(=O)O)C(=O)O,,0.67,,-2.71361,0.636502
CC(C)(CCCCCOCCc1ccccc1)NCCc1ccc(O)c2nc(O)sc12,2.92,,,4.20978,5.37064
CC(C)(CCCCNC(=O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1)C(=O)O,,,0.5,-0.347252,3.44419
CC(C)(CN)CN,,,2.37,-3.23128,-0.169708
CC(C)(CN1CCCCC1)C(=O)c1ccccc1,,3.78,,1.69445,3.1766
CC(C)(CO)N=O,,-0.52,,0.254979,0.254979
CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,3.37,,,3.98994,3.9901
CC(C)(CS(=O)(=O)N1CCN(c2ccc(F)cc2)CC1)N(O)C=O,1.07,,,1.03678,1.09792
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)CON=C(C1CC1)C1CC1,,3.29,,2.42116,3.64533
CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc(O)cc3)c2)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1,1.91,,,3.09933,3.49483
CC(C)(Cc1ccccc1)/N=C(\O)N(CCCl)N=O,,3.73,,3.18242,3.18245
CC(C)(Cc1ccccc1)NC(=O)N(CCCl)N=O,,,3.42,3.32702,3.32725
CC(C)(Cl)Cl,,,2.34,2.6965,2.6965
CC(C)(F)C[C@@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,2.9,,,3.50494,3.50508
CC(C)(N)C(=O)N[C@@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,1.4,,,0.711122,1.44126
CC(C)(N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)NC=O,1,,,0.876769,1.58265
CC(C)(N)Cc1ccc(Cl)cc1,,2.6,,0.53044,2.9962
CC(C)(N)Cc1ccccc1,,1.9,,-0.362471,2.22198
CC(C)(NC(=O)N(CCCl)N=O)C(=O)O,,1.74,0.91,-1.65396,0.993747
CC(C)(O)C(=O)Nc1ccc(Cl)cc1,,2,2,1.84501,1.84505
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,,2.7,2.7,2.07913,2.07941
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])cc1,,1.61,1.61,1.29022,1.29033
CC(C)(O)C(=O)O,,-0.36,,-2.89786,-0.15752
CC(C)(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,,3.25,,0.291902,3.27031
CC(C)(O)C(Cl)(Cl)Cl,,2.03,,2.11075,2.11075
CC(C)(O)C(F)(F)F,,1.04,,1.14154,1.14154
CC(C)(O)C1CCC2(C)CCC3(CO3)C2C1,,2.9,,3.0223,3.0223
CC(C)(O)C1CCC2(C)CCCC(=O)C2C1,,1.92,,2.53086,2.53086
CC(C)(O)C1CCC2(C)CCCC(C)(O)C2C1,,3.04,,2.93469,2.93469
CC(C)(O)C1CCC2(C)CCCC(O)(CO)C2C1,,1.54,,1.81612,1.81612
CC(C)(O)C1CCC2(C)CCCC(O)C2C1,,2.68,,2.55187,2.55187
CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,,-0.09,,0.182757,0.183893
CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,,1.4,,1.4603,1.46081
CC(C)(O)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,2.73,,,3.10062,3.1016
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,3.45,,,4.96096,7.5461
CC(C)(OCc1cc(-c2ccc(Cl)cc2)[nH]n1)C(=O)O,,,0.36,0.0515149,3.0182
CC(C)(OCc1cc(-c2ccc(Cl)cc2)no1)C(=O)O,,,0.36,0.312013,3.26127
CC(C)(OCc1cc(-c2ccc(Cl)cc2)on1)C(=O)O,,,0.46,0.291298,3.30207
CC(C)(OCc1cc2cc(Cl)ccc2o1)C(=O)O,,,-0.57,0.286777,3.08053
CC(C)(OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,,,1.52,1.28132,4.35145
CC(C)(OCc1ccc(-c2ccc(Cl)cc2)nn1)C(=O)O,,,-0.15,-0.413138,2.60294
CC(C)(OCc1cccc(-c2ccc(Cl)cc2)n1)C(=O)O,,,0.69,0.121154,2.72541
CC(C)(OCc1ccn(-c2ccc(Cl)cc2)n1)C(=O)O,,,0,0.0389878,3.00164
CC(C)(OCc1cnc(-c2ccc(Cl)cc2)o1)C(=O)O,,,0.11,-0.00197361,2.87177
CC(C)(OCc1cnn(-c2ccc(Cl)cc2)c1)C(=O)O,,,0.04,0.0923477,3.04246
CC(C)(OCc1coc(-c2ccc(Cl)cc2)n1)C(=O)O,,,0.23,-0.0399485,2.85103
CC(C)(OCc1coc2ccc(Cl)cc12)C(=O)O,,,-0.54,0.159796,3.07406
CC(C)(OCc1csc(-c2ccc(Cl)cc2)n1)C(=O)O,,,0.66,0.0506386,3.11416
CC(C)(OCc1nc(-c2ccc(Cl)cc2)co1)C(=O)O,,,0.15,-0.0617388,2.68312
CC(C)(OCc1ncc(-c2ccc(Cl)cc2)o1)C(=O)O,,,0.15,-0.0300026,2.80871
CC(C)(OCc1ncsc1-c1ccc(Cl)cc1)C(=O)O,,,0.23,-0.246532,3.06589
CC(C)(OCc1scnc1-c1ccc(Cl)cc1)C(=O)O,,,0.23,-0.144335,3.07563
